,product_name,package_size,suppression_used,Units Reimbursed,Number of Prescriptions,Total Amount Reimbursed,Medicaid Amount Reimbursed,Non-medicaid Amount Reimbursed
2847,RILUZOLE 5,120,0,13074.0,154.0,8137.29,8043.43,93.86
2848,RILUZOLE T,206,0,8728.0,113.0,5372.780000000001,5372.780000000001,0.0
2849,RIMSO-50 5,100,0,39.0,33.0,22711.29,22711.29,0.0
2850,RINGER'S L,22,0,739062.0,389.0,8071.15,4765.1900000000005,3305.96
2851,RINVOQ 15M,60,0,104370.0,3165.0,20313032.08,20206245.89,106786.19
2852,RINVOQ 30M,60,0,10560.0,289.0,2105022.04,2088182.29,16839.75
2853,RINVOQ 45M,56,0,4770.0,149.0,1910140.17,1860631.18,49508.99
2854,RISEDRONAT,378,0,6502.0,788.0,33373.19,33373.19,0.0
2855,RISPERDAL,217,0,42102.0,2682.0,3495928.83,3298641.88,197286.95
2856,RISPERIDON,4533,0,8329188.0,153982.0,2509095.04,2492703.49,16391.55
2857,RITALIN HC,20,0,9844.0,159.0,7474.15,7246.02,228.13
2858,RITALIN LA,25,0,3489.0,100.0,41123.149999999994,41123.149999999994,0.0
2859,RITONAVIR,146,0,33702.0,740.0,42851.42,42148.58,702.84
2860,RITUXAN  R,108,0,65520.0,644.0,5318403.5600000005,5155686.37,162717.19
2861,RITUXAN HY,2,0,374.4,25.0,206401.77000000002,206401.77000000002,0.0
2862,RIVASTIG P,8,0,3330.0,94.0,8121.05,8121.05,0.0
2863,RIVASTIGMI,825,0,31938.0,551.0,33349.44,33349.44,0.0
2864,RIZARIPTAN,146,0,3762.0,310.0,6322.87,6282.4400000000005,40.43
2865,RIZATRIPTA,3316,0,316825.0,28532.0,480007.14,474199.63,5807.51
2866,ROBAFEN CF,40,0,135202.0,823.0,11527.869999999999,11527.869999999999,0.0
2867,ROBAFEN CO,40,0,330119.5,1821.0,20880.34,20878.34,2.0
2868,ROBAFEN DM,336,0,1188910.54,6048.0,79714.37,79714.37,0.0
2869,ROCKLATAN,100,0,10142.5,3001.0,1314494.74,1302966.6400000001,11528.1
2870,ROCURONIUM,1053,0,7717.0,3720.0,422770.11,26212.65,396557.45999999996
2871,ROFLUMILAS,597,0,29431.5,783.0,109575.76000000001,109284.1,291.65999999999997
2872,ROLVEDON,2,0,5399.0,197.0,699698.88,696053.24,3645.64
2873,ROPINIROLE,1371,0,1156746.0,16770.0,278567.32,277420.1,1147.22
2874,ROPIVACAIN,215,0,6471.8,315.0,8556.2,2050.43,6505.77
2875,ROSUVAST C,7,0,445201.0,8060.0,121105.29999999999,120985.01,120.28999999999999
2876,ROSUVASTAT,8605,0,8071922.0,126449.0,1893731.08,1889789.87,3941.21
2877,ROZLYTREK,90,0,975.0,14.0,204206.5,190815.62,13390.88
2878,RUFINAMIDE,732,0,1742881.54,2755.0,2868038.29,2740981.16,127057.12999999999
2879,RUKOBIA EX,36,0,5710.0,90.0,802389.26,802389.26,0.0
2880,RUXIENCE 1,8,0,42460.0,686.0,1756202.87,1609171.65,147031.22
2881,RYALTRIS N,54,0,2929.0,97.0,26043.77,26043.77,0.0
2882,RYBELSUS 1,146,0,481460.0,10169.0,14469125.58,14236911.31,232214.27000000002
2883,RYBELSUS 3,146,0,483753.0,14105.0,14565296.57,14438762.57,126534.0
2884,RYBELSUS 7,146,0,870601.0,20954.0,26156245.23,25837031.29,319213.94000000006
2885,RYDAPT SOF,118,0,1848.0,23.0,348838.1,348838.1,0.0
2886,RYLAZE  AS,8,0,225.32,400.0,2224238.42,2224238.42,0.0
2887,RYNEX DM,36,0,348911.75,2189.0,36401.17,36401.17,0.0
2888,RYNEX PE,32,0,53175.5,397.0,6258.45,6258.45,0.0
2889,RYNEX PSE,32,0,12178.0,48.0,1021.3900000000001,1021.3900000000001,0.0
2890,"RYTARY, 23",2,0,31608.0,103.0,123647.76999999999,114055.03,9592.74
2891,"RYTARY, 36",2,0,45693.0,160.0,179707.81,179707.81,0.0
2892,"RYTARY, 48",4,0,49797.0,205.0,198525.8,198525.8,0.0
2893,"RYTARY, 61",3,0,23641.0,114.0,116336.73999999999,116336.73999999999,0.0
2894,S-2 RACEPI,396,0,477.0,477.0,3571.23,2896.23,675.0
2895,SABRIL PAC,130,0,20040.0,111.0,3986379.83,3395752.55,590627.28
2896,SABRIL TAB,2,0,4170.0,28.0,836356.09,748229.1799999999,88126.91
2897,SAFYRAL,3,0,720.846,12.0,5414.34,5414.34,0.0
2898,SALSALATE,40,0,15416.0,192.0,7135.5,7108.91,26.59
2899,SALSATE TA,4,0,940.0,21.0,1272.51,1272.51,0.0
2900,SANCUSO  G,2,0,446.0,147.0,268406.93,268406.93,0.0
2901,SANDIMMUNE,22,0,1250.0,11.0,20033.2,20033.2,0.0
2902,SANDOSTATI,648,0,577.484,515.0,3078751.2199999997,2668052.55,410698.67
2903,SAPHNELO,0,0,870.063,492.0,2140130.82,2140130.82,0.0
2904,SAPHRIS 10,120,0,25201.0,449.0,489526.93999999994,477786.71,11740.23
2905,SAPHRIS 2.,120,0,1480.0,25.0,29190.809999999998,29190.809999999998,0.0
2906,SAPHRIS 5,120,0,12380.0,271.0,246008.86,245495.61,513.25
2907,SAPROPTERI,304,0,28895.0,218.0,1322329.12,1251983.2600000002,70345.86
2908,SARCLISA,4,0,3122.0,147.0,822235.93,594361.49,227874.44
2909,SAVAYSA,60,0,1080.0,24.0,13762.02,13762.02,0.0
2910,SAVELLA 10,120,0,30063.0,427.0,226300.41,219484.16999999998,6816.24
2911,SAVELLA 12,120,0,13382.0,188.0,99805.33,98633.54999999999,1171.78
2912,SAVELLA 25,120,0,18907.0,261.0,142251.49,138591.01,3660.48
2913,SAVELLA 50,120,0,48088.0,593.0,361017.04000000004,352916.91000000003,8100.13
2914,SAVELLA TI,110,0,2695.0,49.0,20335.629999999997,19761.239999999998,574.39
2915,SAXENDA,30,0,375133.0,24968.0,32633420.15,32402898.66,230521.49
2916,SCEMBLIX F,40,0,10320.0,100.0,3420846.5700000003,3401614.55,19232.02
2917,SCOPOLAMIN,1110,0,46564.0,6954.0,479906.48,465459.18,14447.300000000001
2918,SE-NATAL 1,3,0,4543.0,63.0,3013.08,3013.08,0.0
2919,SECUADO 3.,6,0,1605.0,54.0,72056.54999999999,72056.54999999999,0.0
2920,SECUADO 5.,6,0,1110.0,37.0,49680.149999999994,45245.21,4434.9400000000005
2921,SECUADO 7.,3,0,630.0,17.0,28129.05,24601.05,3528.0
2922,SEGLENTIS,180,0,3084.0,62.0,14126.21,14126.21,0.0
2923,SEGLUROMET,24,0,156638.0,1743.0,868493.8899999999,868493.8899999999,0.0
2924,SELEGILINE,12,0,19877.0,232.0,18890.29,18657.13,233.16
2925,SELENIOUS,42,0,31741.493,5362.0,3088411.05,3088411.05,0.0
2926,SELENIUM S,417,0,679079.0,4308.0,128744.18,127046.76999999999,1697.41
2927,SELZENTRY,72,0,7046.0,106.0,192610.56,188445.21,4165.35
2928,SEMGLEE IN,705,0,83853.70000000001,5139.0,2221096.7600000002,2128535.6799999997,92561.08
2929,SENNA 8.6M,201,0,230110.0,2949.0,28579.32,28579.32,0.0
2930,SENNA LAXA,763,0,1877755.0,28938.0,327600.15,305243.07,22357.079999999998
2931,SENNA PLUS,18,0,3130.0,61.0,829.8899999999999,829.8899999999999,0.0
2932,SENNA SYRU,32,0,92409.0,358.0,7134.12,7134.12,0.0
2933,SENNA TABL,220,0,60610.0,826.0,9450.66,9450.66,0.0
2934,SENNA-TIME,42,0,1695287.0,26663.0,149275.28000000003,149275.22000000003,0.06
2935,SENNOSIDES,215,0,115437.0,1698.0,21683.410000000003,21683.410000000003,0.0
2936,SENOKOT EX,24,0,6429.0,157.0,4183.26,4183.26,0.0
2937,SENOKOT TA,40,0,5039.0,88.0,1169.77,1169.77,0.0
2938,SENSIPAR,330,0,12432.455,4296.0,170927.36,170927.36,0.0
2939,SENSORCAIN,1260,0,42398.0,3072.0,565338.4199999999,22191.39,543147.03
2940,SEREVENT D,0,0,169140.0,2497.0,1170052.5,1162259.47,7793.030000000001
2941,SEROQUEL,120,0,3800.0,61.0,56815.87,56815.87,0.0
2942,SEROQUEL 1,20,0,8593.0,99.0,55369.34,55369.34,0.0
2943,SEROQUEL 2,40,0,10976.0,112.0,69444.46,67918.41,1526.0500000000002
2944,SEROQUEL 4,20,0,3770.0,54.0,73137.73,73137.73,0.0
2945,SEROQUEL 5,20,0,2960.0,43.0,17000.09,17000.09,0.0
2946,SEROQUEL X,600,0,15221.0,252.0,277556.77,264273.31,13283.46
2947,SEROSTIM,21,0,2779.0,108.0,1826742.1099999999,1826742.1099999999,0.0
2948,SERTRALINE,2523,0,22951352.65,447024.0,6836585.800000001,6793105.07,43480.73
2949,SESTAMIBI,80,0,252.0,171.0,85226.06,20273.91,64952.15
2950,SETLAKIN 0,6,0,31447.917,329.0,9770.240000000002,9754.79,15.45
2951,SEVELAMAR,116,0,25146.0,179.0,72050.41,72050.41,0.0
2952,SEVELAMER,1949,0,3485944.0,12522.0,3507064.16,3503423.62,3640.54
2953,SEVELAMERC,1,0,282.0,16.0,1561.95,1561.95,0.0
2954,SEVENFACT,1,0,74.0,23.0,154319.04,154319.04,0.0
2955,SEVOFLURAN,350,0,330022.0,525.0,3999.4,3999.4,0.0
2956,SF 1.1% GE,2,0,19678.6,255.0,4765.33,4557.13,208.2
2957,SF 5000 PL,2,0,42269.0,777.0,12767.43,12602.400000000001,165.03
2958,SHAROBEL T,8,0,4844.0,69.0,1237.83,1237.83,0.0
2959,SIKLOS 100,120,0,6272.0,141.0,278033.44,278033.44,0.0
2960,SILADRYL A,436,0,101600.432,800.0,8446.42,8446.42,0.0
2961,SILDENAFIL,1570,0,965179.875,12396.0,487603.66000000003,484414.88,3188.78
2962,SILIQ INJE,4,0,213.0,69.0,334440.4,334440.4,0.0
2963,SILODOSIN,244,0,24182.0,455.0,18085.39,17960.39,125.0
2964,SILTUSSIN,760,0,325349.5,1555.0,22775.260000000002,22775.260000000002,0.0
2965,SILTUSSIN-,40,0,6802.0,43.0,648.75,648.75,0.0
2966,SILVADENE,260,0,4377.0,103.0,1799.4900000000002,1799.4900000000002,0.0
2967,SILVER SUL,552,0,695623.0,5298.0,120175.23000000001,119145.09,1030.1399999999999
2968,SIMBRINZA,146,0,19936.0,2287.0,500374.54000000004,493530.86,6843.68
2969,SIMETHICON,551,0,693674.0,9533.0,129349.88999999998,129349.73,0.16
2970,SIMPESSE L,190,0,52547.222,534.0,21327.04,21306.61,20.43
2971,SIMPONI 10,4,0,123.0,93.0,811507.73,773084.61,38423.119999999995
2972,SIMPONI 50,6,0,346.5,623.0,3876530.15,3854759.09,21771.06
2973,SIMPONI AR,4,0,9682.16,974.0,2229790.7300000004,2102064.73,127726.0
2974,SIMPONI UL,2,0,32.0,31.0,213796.18,193888.72,19907.46
2975,SIMULECT 2,84,0,11.0,11.0,45177.33,45177.33,0.0
2976,SIMVASTATI,2363,0,8319927.0,140959.0,1809018.38,1807964.9100000001,1053.4699999999998
2977,SINGULAIR,2,0,2760.0,56.0,18793.96,18221.26,572.7
2978,SIROLIMUS,53,0,250121.0,3101.0,2277559.71,2225840.6799999997,51719.03
2979,SIRTURO  B,2,0,2072.0,81.0,331452.5,331452.5,0.0
2980,SKYLA,4,0,289.515,299.0,375400.27,354549.04000000004,20851.23
2981,SKYRIZI 15,4,0,3273.0,3240.0,61197597.04,60933535.010000005,264062.03
2982,SKYRIZI 60,2,0,520.0,52.0,487271.54000000004,469156.15,18115.39
2983,SKYRIZI IN,2,0,182.39999999999998,76.0,1485957.7999999998,1413482.0,72475.8
2984,SKYTROFA 1,3,0,516.0,121.0,1428694.92,1428694.92,0.0
2985,SKYTROFA 3,4,0,336.0,76.0,253326.16999999998,228684.36,24641.81
2986,SKYTROFA 4,2,0,380.0,85.0,368294.87,368294.87,0.0
2987,SKYTROFA 5,2,0,464.0,112.0,541824.93,513778.21,28046.72
2988,SKYTROFA 6,2,0,428.0,99.0,608519.47,603201.22,5318.25
2989,SKYTROFA 7,2,0,360.0,76.0,612559.5800000001,609130.11,3429.47
2990,SKYTROFA 9,2,0,652.0,136.0,1333351.2,1333351.2,0.0
2991,SLEEP AID,256,0,7471.0,180.0,2007.9899999999998,2007.9899999999998,0.0
2992,SLEEP TAB,102,0,1264.0,32.0,438.66999999999996,438.66999999999996,0.0
2993,SLIDENAFIL,10,0,27250.0,392.0,6636.200000000001,6636.200000000001,0.0
2994,SLYND,2,0,139344.324,2477.0,941619.47,935760.76,5858.71
2995,SM ACID RE,140,0,17662.0,359.0,5002.02,5002.02,0.0
2996,SM ADULT T,1,0,72941.0,405.0,3637.33,3637.33,0.0
2997,SM ALL DAY,5,0,25936.0,232.0,2472.57,2472.57,0.0
2998,SM ALLER R,4,0,275169.7,1915.0,20740.61,20740.61,0.0
2999,SM ALLERGY,138,0,1842.3999999999999,76.0,1662.77,1662.77,0.0
3000,SM ANTACID,160,0,633751.164,1723.0,21845.72,21799.56,46.16
3001,SM APIRIN,30,0,43567.0,745.0,7961.66,7961.66,0.0
3002,SM ARTHRIT,2,0,48700.0,406.0,9557.47,9557.47,0.0
3003,SM ASPIRIN,204,0,399802.0,7149.0,78198.8,78198.09,0.71
3004,SM CHILD P,105,0,590137.0,3911.0,36824.47,36824.47,0.0
3005,SM CLD&CGH,2,0,38567.5,263.0,3233.1400000000003,3233.1400000000003,0.0
3006,SM CLEARLA,254,0,437746.0,892.0,18119.239999999998,18119.239999999998,0.0
3007,SM EYE DRO,58,0,1755.0,116.0,1669.46,1669.46,0.0
3008,SM EYE LUB,88,0,6030.0,140.0,2693.5299999999997,2693.5299999999997,0.0
3009,SM FEXOFEN,3,0,2065.0,52.0,1198.49,1198.49,0.0
3010,SM GAS REL,131,0,38153.0,904.0,11707.369999999999,11707.369999999999,0.0
3011,SM INF PAI,60,0,150289.0,1270.0,20337.82,20337.82,0.0
3012,SM LAX PLU,1,0,4092.0,66.0,833.49,833.49,0.0
3013,SM LORATAD,12,0,17318.0,424.0,3729.08,3729.08,0.0
3014,SM LORATID,4,0,26145.0,515.0,2916.08,2916.08,0.0
3015,SM MIGRAIN,2,0,1371.0,25.0,344.27,344.27,0.0
3016,SM N-ASP R,2,0,47571.0,652.0,9485.44,9485.44,0.0
3017,SM NAS SPR,27,0,690.0,23.0,319.81,319.81,0.0
3018,SM PAIN RE,8,0,32663.0,423.0,6666.34,6666.34,0.0
3019,SM SENNA L,1,0,2290.0,37.0,423.26,423.26,0.0
3020,SM SF CALC,39,0,1384.0,19.0,212.82,212.82,0.0
3021,SM SINUS C,8,0,6262.0,249.0,3142.75,3142.75,0.0
3022,SM SLEEP A,2,0,7430.0,214.0,2668.34,2668.34,0.0
3023,SM STOMACH,4,0,47273.0,415.0,5837.8,5837.8,0.0
3024,SM STOOL S,5,0,16980.0,241.0,2667.7799999999997,2667.7799999999997,0.0
3025,SM TUSSIN,2,0,37612.0,162.0,1993.3,1993.3,0.0
3026,SMOFLIPID,268,0,8202906.164999999,6876.0,2656180.71,2656180.71,0.0
3027,SMX-TMP OR,114,0,1171797.97,6994.0,149346.77000000002,146159.28,3187.49
3028,SMZ/TMP 40,120,0,32726.0,1214.0,15500.06,15482.97,17.09
3029,SMZ/TMP DS,220,0,725193.305,39855.0,496906.72000000003,496452.13,454.59000000000003
3030,SOD BICARB,188,0,865354.247,3393.0,260080.19,220945.44,39134.75
3031,SOD CITRAT,64,0,592527.0,481.0,24407.04,23695.89,711.15
3032,SOD FLUORI,100,0,36420.0,717.0,16633.489999999998,16586.5,46.99
3033,SODIUM ACE,400,0,1017720.6540000001,6406.0,3673744.59,3673744.59,0.0
3034,SODIUM BIC,357,0,2538362.162,18410.0,220291.84999999998,208080.94,12210.91
3035,SODIUM CAR,20,0,68785.0,568.0,6557.26,6557.26,0.0
3036,SODIUM CHL,2815,0,133350684.588,136748.0,16595005.69,9927195.17,6667810.52
3037,SODIUM CIT,32,0,1576294.0,1400.0,53560.399999999994,52728.46000000001,831.94
3038,SODIUM CL,1932,0,13131185.591000002,22636.0,4465635.58,2951777.69,1513857.8900000001
3039,SODIUM FER,73,0,13368.0,946.0,67099.64,62058.09,5041.549999999999
3040,SODIUM FLO,112,0,18480.6,307.0,6006.71,5999.77,6.94
3041,SODIUM FLU,882,0,981271.0,12017.0,214488.59999999998,213550.24,938.3599999999999
3042,SODIUM OXY,114,0,43110.0,95.0,1326587.25,1326587.25,0.0
3043,SODIUM PHO,296,0,200851.94299999997,5460.0,2808541.62,2808541.62,0.0
3044,SODIUM POL,366,0,219368.6,671.0,57055.65,56975.100000000006,80.55000000000001
3045,SODIUM SUL,72,0,578154.0,1788.0,474919.14,472335.14,2584.0
3046,SOFOSBUVIR,2,0,51877.0,1843.0,14427844.940000001,14384109.9,43735.04
3047,SOIDUM POL,97,0,12259.2,27.0,2342.3,2342.3,0.0
3048,SOLIFENACI,1961,0,215496.0,4448.0,110587.04000000001,110071.5,515.54
3049,SOLIQUA 10,10,0,16723.0,1074.0,912702.26,887122.27,25579.989999999998
3050,SOLIRIS,4,0,714.3389999999999,151.0,4331087.0200000005,4296169.63,34917.39
3051,SOLOSEC,2,0,311.721,143.0,44035.58,43283.51,752.07
3052,SOLU MEDRO,232,0,4768.55,3126.0,362501.62,38713.61,323788.01
3053,SOLU-CORTE,38,0,2883.2,1736.0,349213.08,62487.17999999999,286725.9
3054,SOLU-MEDRO,636,0,12887.654999999999,12396.0,1336591.42,129159.06,1207432.3599999999
3055,SOMATULINE,20,0,90.928,191.0,1225520.33,1182399.02,43121.31
3056,SOMAVERT 2,1,0,222.0,12.0,113877.6,113877.6,0.0
3057,SORAFENIB,156,0,4590.0,58.0,656940.9299999999,656940.9299999999,0.0
3058,SORE THROA,98,0,924.0,77.0,223.88,223.88,0.0
3059,SOTALOL HC,75,0,221839.0,2185.0,35593.130000000005,35108.5,484.63
3060,SOTALOL TA,0,0,65629.0,685.0,11114.42,11085.43,28.990000000000002
3061,SOTYKTU,22,0,4950.0,162.0,1017005.17,1017005.17,0.0
3062,SOTYLIZE,98,0,28631.0,77.0,58954.490000000005,52776.649999999994,6177.84
3063,SPINOSAD 0,8,0,201573.0,1553.0,411899.25,408856.93,3042.32
3064,SPINRAZA,2,0,335.875,76.0,8903953.629999999,8637698.27,266255.36
3065,SPIRIVA 30,164,0,426840.0,11300.0,7107426.01,7048868.800000001,58557.21
3066,SPIRIVA 5,150,0,2231.0,229.0,47379.67,47379.67,0.0
3067,SPIRIVA 90,94,0,26550.0,299.0,442023.54000000004,438365.17000000004,3658.37
3068,SPIRIVA RE,590,0,135238.0,28633.0,16721786.15,16338556.030000001,383230.12
3069,SPIRONOLA,33,0,375247.0,6488.0,111412.83,111076.98000000001,335.85
3070,SPIRONOLAC,1433,0,7332863.4,110582.0,1741809.7,1732209.06,9600.64
3071,SPRAVATO N,10,0,8717.0,2438.0,3184039.74,3119922.8200000003,64116.92
3072,SPRINTEC T,174,0,820977.444,9760.0,205809.09,205410.22999999998,398.86
3073,SPRYCEL,198,0,46913.0,1324.0,20687272.439999998,20269206.7,418065.74
3074,SPS SUSPEN,246,0,329602.5,780.0,127651.20999999999,127274.48999999999,376.72
3075,SRONYX TAB,12,0,306185.11,4243.0,93873.98,93855.98,18.0
3076,SSD CREAM,455,0,549673.0,7822.0,142305.96000000002,141776.54,529.4200000000001
3077,STEGLATRO,62,0,1750493.0,36694.0,19321058.35,19311288.159999996,9770.189999999999
3078,STEGLUJAN,12,0,22872.0,484.0,412743.37,412743.37,0.0
3079,STELARA 13,81,0,11729.0,76.0,304841.97,288636.32,16205.65
3080,STELARA 45,10,0,480.5,709.0,12478252.469999999,12317553.07,160699.4
3081,STELARA 90,6,0,2375.0,2245.0,57322985.51,55405630.46,1917355.0499999998
3082,STERILE WA,1258,0,38404020.121,24765.0,10887367.879999999,10817552.879999999,69815.0
3083,STIOLTO RE,244,0,36513.0,7917.0,4182233.05,4156585.22,25647.83
3084,STIVARGA,12,0,9786.0,130.0,2496820.4299999997,2496820.4299999997,0.0
3085,STOMACH RE,88,0,1679.0,28.0,352.93,352.93,0.0
3086,STOOL SOFT,68,0,83561.0,1289.0,16104.220000000001,16104.220000000001,0.0
3087,STRATTERA,270,0,5916.0,149.0,66414.91,63064.36,3350.55
3088,STRIBILD,2,0,11130.0,295.0,1426091.88,1390221.48,35870.4
3089,STRIVERDI,122,0,512.0,110.0,31748.32,31748.32,0.0
3090,SUBLOCADE,6,0,6254.5,5615.0,10812729.129999999,10674322.52,138406.61
3091,SUBOXONE S,27,0,904069.0,17506.0,8238158.25,8190918.49,47239.759999999995
3092,"SUBVENITE,",1,0,11.0,11.0,7884.45,7884.45,0.0
3093,SUCCINYLCH,311,0,5551.0,735.0,89346.28,19873.85,69472.43
3094,SUCRALFATE,1042,0,10874651.184999999,39298.0,3487345.02,3454923.1100000003,32421.91
3095,SUDAGEST 3,177,0,511072.0,13364.0,151206.75,151206.75,0.0
3096,SUDOGEST C,144,0,56633.0,1403.0,18692.62,18692.62,0.0
3097,SUDOGEST N,48,0,39736.0,1092.0,13520.96,13520.96,0.0
3098,SULCONAZOL,180,0,27390.0,569.0,268980.94999999995,267227.8,1753.15
3099,SULF NA/PR,10,0,670.0,116.0,2996.45,2980.6800000000003,15.77
3100,SULFACETAM,78,0,129917.0,3012.0,167719.16999999998,164736.74,2982.43
3101,SULFADIAZI,60,0,2214.0,16.0,35678.1,35678.1,0.0
3102,SULFAMETHO,557,0,3392659.135,118763.0,1419097.1600000001,1414949.02,4148.139999999999
3103,SULFASALAZ,182,0,1637479.6,10828.0,384670.14,379800.97,4869.17
3104,SULFATRIM,32,0,634655.05,3907.0,82069.93,81716.4,353.53
3105,SULINDAC 1,14,0,40203.0,704.0,14492.529999999999,14377.16,115.37
3106,SULINDAC 2,16,0,111687.0,1843.0,45745.44,45425.78,319.65999999999997
3107,SULINDAC T,12,0,25106.0,418.0,9186.75,9183.03,3.72
3108,SUMA+NA SO,2,0,441.0,43.0,8899.73,8840.880000000001,58.85
3109,SUMATRIP T,5,0,81139.0,7693.0,135211.91999999998,135056.02999999997,155.89
3110,SUMATRIPT,4,0,739.0,246.0,50902.83,49837.729999999996,1065.1
3111,SUMATRIPTA,4297,0,1186957.5,107637.0,2454915.14,2421818.34,33096.8
3112,SUMTRIPTAN,96,0,10662.0,1602.0,221020.91,212762.08000000002,8258.83
3113,SUNMARK MI,78,0,84728.0,212.0,3028.46,3028.46,0.0
3114,SUNMARK UR,88,0,903.0,48.0,667.62,667.62,0.0
3115,SUNOSI,4,0,7834.0,207.0,205655.63,199099.87,6555.76
3116,SUPHEDRIN,204,0,5062.0,118.0,1455.58,1455.58,0.0
3117,SUPRANE 24,34,0,20160.0,19.0,2883.46,2883.46,0.0
3118,SUPREP BOW,7,0,2510.0370000000003,2513.0,242325.65,238946.06000000003,3379.59
3119,SUSTOL 10,12,0,172.0,172.0,140381.72999999998,140381.72999999998,0.0
3120,SUTAB ORAL,2,0,65139.0,2716.0,445429.60000000003,438777.47000000003,6652.13
3121,SYEDA DROS,168,0,5109.692,77.0,1492.07,1492.07,0.0
3122,SYEDA ORAL,170,0,121346.946,1756.0,38198.5,38172.490000000005,26.01
3123,SYMBICORT,248,0,259151.9,17931.0,9077618.24,8119144.629999999,958473.6100000001
3124,SYMDEKO  T,2,0,3248.0,65.0,1525690.94,1388310.8,137380.14
3125,SYMFI 600/,186,0,2880.0,41.0,168995.09999999998,157046.26,11948.84
3126,SYMLIN 1MG,2,0,81.0,17.0,27162.76,27162.76,0.0
3127,SYMPAZAN 1,120,0,7440.0,111.0,236461.69,235636.28000000003,825.41
3128,SYMPAZAN 2,120,0,4800.0,82.0,297843.88,293620.82999999996,4223.05
3129,SYMPAZAN 5,120,0,10065.0,160.0,160978.65,155190.45,5788.200000000001
3130,SYMPROIC,60,0,25713.0,819.0,365823.57999999996,358140.14,7683.4400000000005
3131,SYMTUZA,90,0,178132.0,5267.0,25979963.0,25543282.259999998,436680.74
3132,SYNJARDY 1,312,0,437964.0,4520.0,4180708.84,4116524.15,64184.69
3133,SYNJARDY 5,294,0,166284.0,1922.0,1593464.2400000002,1575847.46,17616.78
3134,SYNJARDY X,1200,0,479185.0,7325.0,5902626.699999999,5771482.279999999,131144.42
3135,SYNOFLEX E,30,0,938492.0,15317.0,41476706.85,41476706.85,0.0
3136,SYNTHROID,2449,0,845367.0,15151.0,1275234.9100000001,1252707.53,22527.38
3137,SYSTANE,120,0,44345.0,2282.0,52506.68,52506.68,0.0
3138,SYSTANE BA,22,0,306770.0,25626.0,631260.8900000001,631260.3700000001,0.52
3139,SYSTANE CO,255,0,137190.0,12593.0,301310.28,301310.28,0.0
3140,SYSTANE GE,23,0,8210.0,650.0,15229.699999999999,15229.699999999999,0.0
3141,SYSTANE HY,8,0,11697.0,310.0,10000.029999999999,10000.029999999999,0.0
3142,SYSTANE UL,171,0,88308.0,3996.0,112402.8,112402.8,0.0
3143,SYSTANE UN,132,0,116424.0,2217.0,85662.57,85662.57,0.0
3144,TABRECTA T,56,0,1400.0,13.0,266685.6,266685.6,0.0
3145,TACROLIMUS,1574,0,5343394.271,46514.0,3480259.5700000003,3405122.3,75137.27
3146,TADALAFIL,1272,0,569990.02,13605.0,267087.88,266486.10000000003,601.78
3147,TADALAFILL,166,0,5087.0,131.0,2292.58,2292.58,0.0
3148,TADLIQ  TA,30,0,9579.0,71.0,121628.39,111727.06,9901.33
3149,TAFASITAMA,1,0,58.0,11.0,18443.42,18443.42,0.0
3150,TAFINLAR C,264,0,17535.0,166.0,1875263.6099999999,1777689.3499999999,97574.26000000001
3151,TAFLUPROST,307,0,18270.0,447.0,92751.16,90393.37999999999,2357.7799999999997
3152,TAGRISSO 4,60,0,3672.0,110.0,1960607.0499999998,1960607.0499999998,0.0
3153,TAGRISSO 8,60,0,31863.0,985.0,16762152.93,16627421.5,134731.43
3154,TAKHZYRO 3,2,0,742.0,190.0,8618808.46,8618808.46,0.0
3155,TALICIA,4,0,317635.0,1897.0,1398055.27,1390530.2,7525.07
3156,TALTZ,116,0,4391.0,3549.0,28238282.779999997,28142000.65,96282.13
3157,TAMIFLU 75,170,0,716.0,101.0,3651.7,3621.21,30.49
3158,TAMIFLU OR,5,0,9915.0,102.0,5815.27,5764.52,50.75
3159,TAMOXIFEN,856,0,497047.0,8413.0,239000.97999999998,236797.03999999998,2203.9399999999996
3160,TAMSULOSIN,1393,0,8709740.0,150011.0,2221791.52,2207001.4299999997,14790.089999999998
3161,TARINA FE,109,0,108642.114,764.0,37499.04,36131.04,1368.0
3162,TARPEYO  B,2,0,12600.0,105.0,1564895.25,1564895.25,0.0
3163,TASIGNA HG,348,0,46788.0,447.0,7580380.91,7364183.69,216197.22
3164,TAVABOROLE,154,0,18252.0,1683.0,257233.41000000003,257081.22000000003,152.19
3165,TAVALISSE,4,0,5910.0,106.0,1351005.3,1298117.78,52887.52
3166,TAVNEOS 10,2,0,13440.0,78.0,1142285.9500000002,1021418.8300000001,120867.12000000001
3167,TAYTULLA 1,60,0,2828.0,40.0,22265.09,21112.879999999997,1152.21
3168,TAZAROTENE,773,0,185660.0,3684.0,709358.95,696402.41,12956.54
3169,TAZICEF  C,80,0,494.0,150.0,196.79,196.79,0.0
3170,TCA OINTME,180,0,102627.0,243.0,52507.100000000006,52149.53999999999,357.56
3171,TECENTRIQ,6,0,12320.170000000002,656.0,5896433.49,5054840.880000001,841592.6100000001
3172,TECFIDERA,4,0,5640.0,76.0,668152.0700000001,621974.76,46177.31
3173,TECVAYLI 1,2,0,272.8,40.0,161857.1,161857.1,0.0
3174,TEFLARO 40,10,0,205.475,16.0,47332.69,47332.69,0.0
3175,TEFLARO 60,22,0,1893.0,95.0,445582.73,445582.73,0.0
